As-tot,distance_km_mrds,percentage_Manufacturing,percentage_Administrative,percentage_Wholesale Trade
0.0,10.114318697759645,0.0,100.0,0.0
0.0,6.076126580170059,0.0,0.0,0.0
0.0,4.6275605547826855,0.0,0.0,0.0
0.0,3.800885953214864,100.0,0.0,0.0
0.0,12.57932589472692,0.0,0.0,0.0
0.0,14.379509959351182,0.0,0.0,0.0
0.0,4.46051682934431,0.0,100.0,0.0
0.0,8.474956258434643,0.0,100.0,0.0
0.0,11.48720098493824,0.0,0.0,0.0
0.0,16.202769193846922,100.0,0.0,0.0
0.0,7.327330144075292,0.0,0.0,0.0
0.0,11.442530595193809,0.0,100.0,0.0
0.0,17.124996322127878,100.0,0.0,0.0
0.0,13.226854502867582,100.0,0.0,0.0
0.0,9.160899021180924,100.0,0.0,0.0
0.0,5.13971592219718,0.0,0.0,0.0
0.0,6.046003473827666,0.0,0.0,0.0
0.0,16.53053251964847,0.0,0.0,0.0
0.0,6.783077346509343,100.0,0.0,0.0
0.0,3.80893795239142,0.0,0.0,0.0
0.0,6.02550446122014,0.0,0.0,0.0
0.0,4.43932062767607,0.0,0.0,0.0
0.0,2.673127309974989,0.0,0.0,0.0
0.0,17.7897949964191,50.0,50.0,0.0
0.0,16.655951662781032,0.0,0.0,0.0
0.0,14.440971060608996,100.0,0.0,0.0
0.0,18.80183745227164,0.0,0.0,0.0
0.0,9.018259381974474,0.0,0.0,100.0
0.0,12.013738846593617,100.0,0.0,0.0
0.0,19.690893686175198,60.0,40.0,0.0
0.0,8.69016557970798,0.0,100.0,0.0
0.0,1.794559524844333,100.0,0.0,0.0
0.0,19.18137071174278,0.0,0.0,0.0
0.0,5.795241753386066,0.0,0.0,0.0
0.0,4.048091288923742,0.0,0.0,0.0
0.0,6.5389526044103645,100.0,0.0,0.0
0.0,2.340446058701404,0.0,0.0,0.0
0.0,2.0857685603425478,100.0,0.0,0.0
0.0,2.241597273234196,100.0,0.0,0.0
0.0,1.9717172756729735,100.0,0.0,0.0
0.0,22.14754461528677,0.0,0.0,0.0
0.0,7.882585565879862,0.0,0.0,0.0
0.0,16.056588759327973,100.0,0.0,0.0
0.0,12.696673337917748,0.0,0.0,0.0
0.0,1.5130088570040725,100.0,0.0,0.0
0.0,0.2870311003647262,0.0,0.0,0.0
0.0,11.254483489798746,0.0,0.0,0.0
0.0,1.2545834476225854,0.0,0.0,0.0
0.0,2.60129050550288,100.0,0.0,0.0
0.0,1.587000335495672,0.0,0.0,0.0
0.0,14.106154742861705,0.0,0.0,0.0
